number,difficulty,codeLength,timestamp,elapsed
2582935,216177827,196,1717276679,18.0
2582936,216388938,200,1717276682,3.0
2582937,216600255,200,1717276684,2.0
2582938,215965686,196,1717276714,30.0
2582939,215965686,196,1717276724,10.0
2582940,215965686,196,1717276731,7.0
2582941,215754783,196,1717276748,17.0
2582942,215754783,196,1717276755,7.0
2582943,215965481,196,1717276760,5.0
2582944,215754578,196,1717276774,14.0
2582945,215543881,196,1717276788,14.0
2582946,215754373,196,1717276790,2.0
2582947,215965070,196,1717276795,5.0
2582948,216175973,196,1717276799,4.0
2582949,216387082,200,1717276801,2.0
2582950,216598397,200,1717276804,3.0
2582951,215752313,196,1717276844,40.0
2582952,215752313,196,1717276853,9.0
2582953,215963008,196,1717276857,4.0
2582954,216173909,196,1717276860,3.0
2582955,216385016,200,1717276862,2.0
2582956,216385016,200,1717276871,9.0
2582957,216596329,200,1717276873,2.0
2582958,216807848,200,1717276875,2.0
2582959,216807848,200,1717276884,9.0
2582960,217019574,200,1717276885,1.0
2582961,216595708,200,1717276906,21.0
2582962,216595708,200,1717276917,11.0
2582963,216807227,200,1717276919,2.0
2582964,216807227,200,1717276930,11.0
2582965,217018952,200,1717276933,3.0
2582966,217230884,200,1717276937,4.0
2582967,217443023,200,1717276938,1.0
2582968,217443023,200,1717276945,7.0
2582969,217655369,200,1717276950,5.0
2582970,217230261,200,1717276973,23.0
2582971,217018123,200,1717276988,15.0
2582972,216806192,200,1717277003,15.0
2582973,215324124,196,1717277059,56.0
2582974,215534401,196,1717277061,2.0
2582975,215744883,196,1717277064,3.0
2582976,215744883,196,1717277073,9.0
2582977,215744883,196,1717277083,10.0
2582978,215323507,196,1717277109,26.0
2582979,215533783,196,1717277115,6.0
2582980,215533783,196,1717277122,7.0
2582981,215533783,196,1717277133,11.0
2582982,215744265,196,1717277136,3.0
2582983,215954952,196,1717277137,1.0
2582984,215322273,196,1717277165,28.0
2582985,215532548,196,1717277173,8.0
2582986,215322067,196,1717277189,16.0
2582987,215532342,196,1717277193,4.0
2582988,215742822,196,1717277194,1.0
2582989,215321450,196,1717277215,21.0
2582990,215531724,196,1717277216,1.0
2582991,214058364,196,1717277277,61.0
2582992,214267405,196,1717277278,1.0
2582993,214476650,196,1717277280,2.0
2582994,214476650,196,1717277292,12.0
2582995,214686099,196,1717277298,6.0
2582996,214476445,196,1717277313,15.0
2582997,214685894,196,1717277316,3.0
2582998,214685894,196,1717277328,12.0
2582999,214476240,196,1717277346,18.0
2583000,214476240,196,1717277355,9.0
2583001,214685689,196,1717277359,4.0
2583002,214895342,196,1717277365,6.0
2583003,215105200,196,1717277371,6.0
2583004,214685074,196,1717277395,24.0
2583005,214894727,196,1717277399,4.0
2583006,215104585,196,1717277404,5.0
2583007,215104585,196,1717277413,9.0
2583008,215314648,196,1717277414,1.0
2583009,215314648,196,1717277422,8.0
2583010,215524916,196,1717277426,4.0
2583011,215735389,196,1717277427,1.0
2583012,215735389,196,1717277437,10.0
2583013,215946068,196,1717277441,4.0
2583014,215946068,196,1717277451,10.0
2583015,216156952,196,1717277454,3.0
2583016,216156952,196,1717277463,9.0
2583017,216368042,200,1717277466,3.0
2583018,216579338,200,1717277468,2.0
2583019,216790841,200,1717277469,1.0
2583020,217002550,200,1717277474,5.0
2583021,216578718,200,1717277497,23.0
2583022,216790220,200,1717277501,4.0
2583023,217001929,200,1717277502,1.0
2583024,217213844,200,1717277506,4.0
2583025,217425966,200,1717277512,6.0
2583026,217638296,200,1717277515,3.0
2583027,217850833,200,1717277516,1.0
2583028,217638089,200,1717277533,17.0
2583029,217850626,200,1717277536,3.0
2583030,218063370,200,1717277542,6.0
2583031,217850418,200,1717277558,16.0
2583032,217850418,200,1717277568,10.0
2583033,217850418,200,1717277576,8.0
2583034,218063162,200,1717277581,5.0
2583035,218276114,200,1717277582,1.0
2583036,218276114,200,1717277590,8.0
2583037,217849794,200,1717277615,25.0
2583038,218062537,200,1717277617,2.0
2583039,217210733,200,1717277653,36.0
2583040,217422852,200,1717277657,4.0
2583041,217635179,200,1717277658,1.0
2583042,217422645,200,1717277674,16.0
2583043,217422645,200,1717277684,10.0
2583044,217634971,200,1717277687,3.0
2583045,215509631,196,1717277768,81.0
2583046,215720089,196,1717277769,1.0
2583047,215720089,196,1717277776,7.0
2583048,215930753,196,1717277777,1.0
2583049,215930753,196,1717277784,7.0
2583050,216141622,196,1717277787,3.0
2583051,216141622,196,1717277795,8.0
2583052,215508397,196,1717277829,34.0
2583053,215508397,196,1717277839,10.0
2583054,215718854,196,1717277840,1.0
2583055,215718854,196,1717277848,8.0
2583056,215929516,196,1717277851,3.0
2583057,215929516,196,1717277864,13.0
2583058,215929516,196,1717277873,9.0
2583059,216140384,196,1717277875,2.0
2583060,216351458,200,1717277878,3.0
2583061,216562738,200,1717277881,3.0
2583062,216351251,200,1717277897,16.0
2583063,216351251,200,1717277908,11.0
2583064,216562531,200,1717277914,6.0
2583065,216562531,200,1717277921,7.0
2583066,216774017,200,1717277923,2.0
2583067,216774017,200,1717277932,9.0
2583068,216774017,200,1717277940,8.0
2583069,216985710,200,1717277944,4.0
2583070,216138110,196,1717277985,41.0
2583071,216138110,196,1717277994,9.0
2583072,216138110,196,1717278004,10.0
2583073,216349182,200,1717278005,1.0
2583074,215292792,196,1717278051,46.0
2583075,215503038,196,1717278052,1.0
2583076,215713490,196,1717278053,1.0
2583077,215924147,196,1717278059,6.0
2583078,215924147,196,1717278068,9.0
2583079,215924147,196,1717278075,7.0
2583080,216135010,196,1717278079,4.0
2583081,215501803,196,1717278108,29.0
2583082,215712253,196,1717278110,2.0
2583083,215501597,196,1717278124,14.0
2583084,214870247,196,1717278152,28.0
2583085,215080081,196,1717278155,3.0
2583086,215290120,196,1717278161,6.0
2583087,214659388,196,1717278194,33.0
2583088,214869016,196,1717278195,1.0
2583089,214869016,196,1717278205,10.0
2583090,214659183,196,1717278221,16.0
2583091,214868811,196,1717278226,5.0
2583092,214449147,196,1717278250,24.0
2583093,214449147,196,1717278260,10.0
2583094,214658569,196,1717278264,4.0
2583095,214448942,196,1717278280,16.0
2583096,214658364,196,1717278281,1.0
2583097,214658364,196,1717278289,8.0
2583098,214867991,196,1717278290,1.0
2583099,215077823,196,1717278291,1.0
2583100,215077823,196,1717278298,7.0
2583101,215287859,196,1717278300,2.0
2583102,215287859,196,1717278308,8.0
2583103,215498101,196,1717278314,6.0
2583104,214656313,196,1717278352,38.0
2583105,214865938,196,1717278356,4.0
2583106,215075768,196,1717278357,1.0
2583107,215285802,196,1717278358,1.0
2583108,215496042,196,1717278359,1.0
2583109,215706487,196,1717278360,1.0
2583110,215706487,196,1717278372,12.0
2583111,215917137,196,1717278378,6.0
2583112,216127993,196,1717278382,4.0
2583113,216127993,196,1717278392,10.0
2583114,216339055,200,1717278394,2.0
2583115,216127787,196,1717278409,15.0
2583116,216127787,196,1717278419,10.0
2583117,216338849,200,1717278423,4.0
2583118,216550117,200,1717278424,1.0
2583119,216127169,196,1717278448,24.0
2583120,216338230,200,1717278457,9.0
2583121,216338230,200,1717278470,13.0
2583122,216338230,200,1717278482,12.0
2583123,216549497,200,1717278483,1.0
2583124,216126549,196,1717278508,25.0
2583125,216126549,196,1717278515,7.0
2583126,216126549,196,1717278524,9.0
2583127,216126549,196,1717278531,7.0
2583128,216337610,200,1717278532,1.0
2583129,216126343,196,1717278551,19.0
2583130,216126343,196,1717278564,13.0
2583131,216337403,200,1717278566,2.0
2583132,215069807,196,1717278616,50.0
2583133,215279836,196,1717278620,4.0
2583134,215490070,196,1717278626,6.0
2583135,215279631,196,1717278642,16.0
2583136,215279631,196,1717278649,7.0
2583137,215700099,196,1717278650,1.0
2583138,215910743,196,1717278656,6.0
2583139,215910743,196,1717278667,11.0
2583140,216121593,196,1717278669,2.0
2583141,216121593,196,1717278682,13.0
2583142,216332649,200,1717278683,1.0
2583143,216332649,200,1717278690,7.0
2583144,216543911,200,1717278691,1.0
2583145,216755379,200,1717278694,3.0
2583146,216543704,200,1717278709,15.0
2583147,216755172,200,1717278711,2.0
2583148,216966846,200,1717278713,2.0
2583149,216543084,200,1717278738,25.0
2583150,216331617,200,1717278756,18.0
2583151,216542878,200,1717278757,1.0
2583152,216754345,200,1717278758,1.0
2583153,216542671,200,1717278774,16.0
2583154,216119737,196,1717278800,26.0
2583155,215908683,196,1717278817,17.0
2583156,216119531,196,1717278818,1.0
2583157,216330585,200,1717278822,4.0
2583158,216119325,196,1717278839,17.0
2583159,216119325,196,1717278848,9.0
2583160,216119325,196,1717278855,7.0
2583161,215064055,196,1717278899,44.0
2583162,215274078,196,1717278904,5.0
2583163,215484306,196,1717278905,1.0
2583164,215694739,196,1717278910,5.0
2583165,215905378,196,1717278911,1.0
2583166,216116223,196,1717278914,3.0
2583167,216327273,200,1717278915,1.0
2583168,215904759,196,1717278936,21.0
2583169,216115603,196,1717278939,3.0
2583170,215482453,196,1717278967,28.0
2583171,215692885,196,1717278968,1.0
2583172,215903522,196,1717278969,1.0
2583173,215481836,196,1717278995,26.0
2583174,215481836,196,1717279006,11.0
2583175,215692267,196,1717279008,2.0
2583176,215692267,196,1717279017,9.0
2583177,215902903,196,1717279021,4.0
2583178,216113745,196,1717279022,1.0
2583179,216324793,200,1717279027,5.0
2583180,216536047,200,1717279028,1.0
2583181,216324587,200,1717279042,14.0
2583182,216747095,200,1717279048,6.0
2583183,216535428,200,1717279066,18.0
2583184,215055208,196,1717279126,60.0
2583185,214845194,196,1717279144,18.0
2583186,214425576,196,1717279168,24.0
2583187,214634975,196,1717279171,3.0
2583188,214634975,196,1717279179,8.0
2583189,214425371,196,1717279193,14.0
2583190,214634770,196,1717279194,1.0
2583191,214634770,196,1717279204,10.0
2583192,214844374,196,1717279208,4.0
2583193,215054182,196,1717279210,2.0
2583194,215054182,196,1717279218,8.0
2583195,215054182,196,1717279231,13.0
2583196,215054182,196,1717279239,8.0
2583197,214634156,196,1717279265,26.0
2583198,214843759,196,1717279271,6.0
2583199,215053567,196,1717279272,1.0
2583200,214843554,196,1717279290,18.0
2583201,214843554,196,1717279301,11.0
2583202,215053362,196,1717279302,1.0
2583203,214633336,196,1717279324,22.0
2583204,214633336,196,1717279331,7.0
2583205,214842938,196,1717279332,1.0
2583206,215052745,196,1717279338,6.0
2583207,215262757,196,1717279339,1.0
2583208,215262757,196,1717279349,10.0
2583209,215472974,196,1717279353,4.0
2583210,215683396,196,1717279357,4.0
2583211,215894024,196,1717279363,6.0
2583212,215683190,196,1717279379,16.0
2583213,215472562,196,1717279394,15.0
2583214,215051718,196,1717279415,21.0
2583215,215261729,196,1717279417,2.0
2583216,214420865,196,1717279454,37.0
2583217,214630260,196,1717279455,1.0
2583218,214839859,196,1717279458,3.0
2583219,214630055,196,1717279474,16.0
2583220,214839654,196,1717279479,5.0
2583221,214629850,196,1717279495,16.0
2583222,214420251,196,1717279509,14.0
2583223,214420251,196,1717279521,12.0
2583224,214629645,196,1717279522,1.0
2583225,214629645,196,1717279529,7.0
2583226,214420046,196,1717279548,19.0
2583227,214629440,196,1717279552,4.0
2583228,214839039,196,1717279553,1.0
2583229,214839039,196,1717279566,13.0
2583230,214629236,196,1717279583,17.0
2583231,214629236,196,1717279596,13.0
2583232,214838834,196,1717279602,6.0
2583233,214838834,196,1717279610,8.0
2583234,214629031,196,1717279625,15.0
2583235,214838629,196,1717279629,4.0
2583236,215048432,196,1717279634,5.0
2583237,215258440,196,1717279636,2.0
2583238,214207375,196,1717279680,44.0
2583239,213998189,196,1717279700,20.0
2583240,213998189,196,1717279709,9.0
2583241,214207171,196,1717279712,3.0
2583242,213997985,196,1717279732,20.0
2583243,213789003,196,1717279749,17.0
2583244,213580225,196,1717279764,15.0
2583245,213580225,196,1717279776,12.0
2583246,213788799,196,1717279777,1.0
2583247,213580021,196,1717279797,20.0
2583248,213788595,196,1717279799,2.0
2583249,213788595,196,1717279807,8.0
2583250,213162264,196,1717279837,30.0
2583251,213162264,196,1717279846,9.0
2583252,213370430,196,1717279852,6.0
2583253,213162061,196,1717279872,20.0
2583254,213370227,196,1717279873,1.0
2583255,213161858,196,1717279893,20.0
2583256,213370023,196,1717279899,6.0
2583257,213578392,196,1717279903,4.0
2583258,213161248,196,1717279928,25.0
2583259,212536753,196,1717279957,29.0
2583260,212744308,196,1717279958,1.0
2583261,212952066,196,1717279959,1.0
2583262,213160027,196,1717279960,1.0
2583263,213160027,196,1717279969,9.0
2583264,213368191,196,1717279970,1.0
2583265,213159824,196,1717279989,19.0
2583266,213367987,196,1717279995,6.0
2583267,213576354,196,1717279998,3.0
2583268,213784924,196,1717280003,5.0
2583269,213993698,196,1717280010,7.0
2583270,214202676,196,1717280011,1.0
2583271,214411858,196,1717280012,1.0
2583272,214202472,196,1717280026,14.0
2583273,214202472,196,1717280035,9.0
2583274,214411654,196,1717280036,1.0
2583275,214621040,196,1717280037,1.0
2583276,214830630,196,1717280038,1.0
2583277,215040425,196,1717280039,1.0
2583278,215250425,196,1717280043,4.0
2583279,215460630,196,1717280047,4.0
2583280,215671040,196,1717280048,1.0
2583281,215671040,196,1717280059,11.0
2583282,215881656,196,1717280060,1.0
2583283,216092477,196,1717280061,1.0
2583284,216092477,196,1717280074,13.0
2583285,215670423,196,1717280095,21.0
2583286,215881038,196,1717280099,4.0
2583287,216091859,196,1717280100,1.0
2583288,216091859,196,1717280113,13.0
2583289,216302886,200,1717280114,1.0
2583290,216514119,200,1717280116,2.0
2583291,216514119,200,1717280125,9.0
2583292,216725558,200,1717280126,1.0
2583293,216725558,200,1717280139,13.0
2583294,215878974,196,1717280177,38.0
2583295,216089793,196,1717280178,1.0
2583296,216300818,200,1717280179,1.0
2583297,216512049,200,1717280183,4.0
2583298,216300612,200,1717280202,19.0
2583299,216511843,200,1717280203,1.0
2583300,216511843,200,1717280210,7.0
2583301,216723280,200,1717280213,3.0
2583302,216511637,200,1717280233,20.0
2583303,216723074,200,1717280234,1.0
2583304,216934717,200,1717280235,1.0
2583305,216934717,200,1717280245,10.0
2583306,216511017,200,1717280266,21.0
2583307,216511017,200,1717280276,10.0
2583308,216088145,196,1717280299,23.0
2583309,216299168,200,1717280300,1.0
2583310,216510397,200,1717280301,1.0
2583311,216721832,200,1717280302,1.0
2583312,216721832,200,1717280312,10.0
2583313,216721832,200,1717280319,7.0
2583314,216933474,200,1717280322,3.0
2583315,217145323,200,1717280323,1.0
2583316,216933268,200,1717280337,14.0
2583317,217145116,200,1717280342,5.0
2583318,216933061,200,1717280361,19.0
2583319,216721213,200,1717280376,15.0
2583320,216509572,200,1717280391,15.0
2583321,216721007,200,1717280397,6.0
2583322,216509366,200,1717280411,14.0
2583323,216297932,200,1717280425,14.0
2583324,216509160,200,1717280428,3.0
2583325,216509160,200,1717280436,8.0
2583326,216720594,200,1717280438,2.0
2583327,216508953,200,1717280453,15.0
2583328,216297519,200,1717280468,15.0
2583329,216297519,200,1717280481,13.0
2583330,216508747,200,1717280484,3.0
2583331,216508747,200,1717280492,8.0
2583332,216297313,200,1717280507,15.0
2583333,214185043,196,1717280586,79.0
2583334,214185043,196,1717280594,8.0
2583335,214185043,196,1717280603,9.0
2583336,214394208,196,1717280609,6.0
2583337,214603577,196,1717280612,3.0
2583338,214603577,196,1717280620,8.0
2583339,214813150,196,1717280624,4.0
2583340,215022928,196,1717280625,1.0
2583341,215232911,196,1717280628,3.0
2583342,215232911,196,1717280637,9.0
2583343,215443099,196,1717280638,1.0
2583344,215653492,196,1717280639,1.0
2583345,215021695,196,1717280669,30.0
2583346,215021695,196,1717280678,9.0
2583347,215231677,196,1717280680,2.0
2583348,215441864,196,1717280681,1.0
2583349,215652256,196,1717280682,1.0
2583350,215862853,196,1717280684,2.0
2583351,215862853,196,1717280693,9.0
2583352,216073656,196,1717280699,6.0
2583353,216284665,200,1717280704,5.0
2583354,216495880,200,1717280709,5.0
2583355,216284459,200,1717280723,14.0
2583356,216495674,200,1717280727,4.0
2583357,215438569,196,1717280774,47.0
2583358,215648958,196,1717280779,5.0
2583359,215859552,196,1717280780,1.0
2583360,215227152,196,1717280810,30.0
2583361,215437334,196,1717280811,1.0
2583362,215437334,196,1717280822,11.0
2583363,215016558,196,1717280846,24.0
2583364,215016558,196,1717280859,13.0
2583365,215226535,196,1717280862,3.0
2583366,215436717,196,1717280866,4.0
2583367,214174395,196,1717280918,52.0
2583368,214383549,196,1717280922,4.0
2583369,214383549,196,1717280930,8.0
2583370,214592907,196,1717280932,2.0
2583371,214802470,196,1717280936,4.0
2583372,214802470,196,1717280949,13.0
2583373,215012238,196,1717280950,1.0
2583374,215222210,196,1717280954,4.0
2583375,215432387,196,1717280956,2.0
2583376,215642770,196,1717280961,5.0
2583377,215221594,196,1717280983,22.0
2583378,215431771,196,1717280989,6.0
2583379,215431771,196,1717281001,12.0
2583380,215642153,196,1717281002,1.0
2583381,215220977,196,1717281025,23.0
2583382,215431153,196,1717281027,2.0
2583383,215431153,196,1717281034,7.0
2583384,215431153,196,1717281045,11.0
2583385,215641534,196,1717281051,6.0
2583386,215852121,196,1717281055,4.0
2583387,216062914,196,1717281056,1.0
2583388,216273912,196,1717281058,2.0
2583389,216273912,196,1717281071,13.0
2583390,216062708,196,1717281089,18.0
2583391,216062708,196,1717281101,12.0
2583392,215640712,196,1717281128,27.0
2583393,215851298,196,1717281129,1.0
2583394,216062090,196,1717281130,1.0
2583395,216273088,196,1717281131,1.0
2583396,216273088,196,1717281141,10.0
2583397,216484292,200,1717281142,1.0
2583398,215638652,196,1717281183,41.0
2583399,215849236,196,1717281185,2.0
2583400,215216866,196,1717281219,34.0
2583401,215427038,196,1717281220,1.0
2583402,215637415,196,1717281225,5.0
2583403,215637415,196,1717281232,7.0
2583404,215847998,196,1717281233,1.0
2583405,215637209,196,1717281250,17.0
2583406,215637209,196,1717281260,10.0
2583407,215847792,196,1717281265,5.0
2583408,216058580,196,1717281267,2.0
2583409,216269574,196,1717281271,4.0
2583410,215635974,196,1717281299,28.0
2583411,215846556,196,1717281303,4.0
2583412,216057343,196,1717281304,1.0
2583413,216268336,196,1717281310,6.0
2583414,216690734,200,1717281311,1.0
2583415,216690734,200,1717281321,10.0
2583416,216690734,200,1717281330,9.0
2583417,216902346,200,1717281335,5.0
2583418,216902346,200,1717281342,7.0
2583419,217114164,200,1717281343,1.0
2583420,216902139,200,1717281358,15.0
2583421,217113957,200,1717281361,3.0
2583422,216477882,200,1717281390,29.0
2583423,215843670,196,1717281423,33.0
2583424,216054454,196,1717281424,1.0
2583425,215632474,196,1717281448,24.0
2583426,215421896,196,1717281464,16.0
2583427,215632268,196,1717281465,1.0
2583428,215632268,196,1717281475,10.0
2583429,215632268,196,1717281482,7.0
2583430,215842846,196,1717281483,1.0
2583431,215842846,196,1717281492,9.0
2583432,216053630,196,1717281497,5.0
2583433,216053630,196,1717281509,12.0
2583434,216053630,196,1717281517,8.0
2583435,216264619,196,1717281520,3.0
2583436,215419839,196,1717281559,39.0
2583437,215630209,196,1717281563,4.0
2583438,214998481,196,1717281592,29.0
2583439,214998481,196,1717281600,8.0
2583440,215208440,196,1717281601,1.0
2583441,214998276,196,1717281616,15.0
2583442,214998276,196,1717281624,8.0
2583443,214998276,196,1717281633,9.0
2583444,214998276,196,1717281643,10.0
2583445,215208235,196,1717281646,3.0
2583446,214998071,196,1717281660,14.0
2583447,214998071,196,1717281667,7.0
2583448,215208030,196,1717281670,3.0
2583449,215208030,196,1717281677,7.0
2583450,215418194,196,1717281678,1.0
2583451,215628563,196,1717281680,2.0
2583452,215839137,196,1717281682,2.0
2583453,214785237,196,1717281725,43.0
2583454,214365735,196,1717281752,27.0
2583455,214575076,196,1717281755,3.0
2583456,214575076,196,1717281762,7.0
2583457,214784621,196,1717281765,3.0
2583458,214994371,196,1717281769,4.0
2583459,214574461,196,1717281794,25.0
2583460,214364916,196,1717281810,16.0
2583461,214574256,196,1717281811,1.0
2583462,214574256,196,1717281824,13.0
2583463,214574256,196,1717281834,10.0
2583464,214783801,196,1717281836,2.0
2583465,214993550,196,1717281837,1.0
2583466,215203504,196,1717281839,2.0
2583467,215413663,196,1717281840,1.0
2583468,215624027,196,1717281842,2.0
2583469,215834597,196,1717281846,4.0
2583470,216045372,196,1717281847,1.0
2583471,215412429,196,1717281877,30.0
2583472,215412429,196,1717281890,13.0
2583473,215622792,196,1717281891,1.0
2583474,215833361,196,1717281892,1.0
2583475,216044135,196,1717281897,5.0
2583476,215622175,196,1717281926,29.0
2583477,215622175,196,1717281938,12.0
2583478,215622175,196,1717281948,10.0
2583479,215832743,196,1717281952,4.0
2583480,215832743,196,1717281960,8.0
2583481,216043517,196,1717281961,1.0
2583482,216043517,196,1717281968,7.0
2583483,216254496,196,1717281969,1.0
2583484,216043310,196,1717281989,20.0
2583485,216254289,196,1717281990,1.0
2583486,216465474,200,1717281991,1.0
2583487,216254082,196,1717282007,16.0
2583488,216465267,200,1717282012,5.0
2583489,216676658,200,1717282013,1.0
2583490,217099854,200,1717282014,1.0
2583491,217311865,200,1717282016,2.0
2583492,217311865,200,1717282023,7.0
2583493,216887429,200,1717282049,26.0
2583494,217099233,200,1717282050,1.0
2583495,217311243,200,1717282052,2.0
2583496,217523461,200,1717282058,6.0
2583497,217311036,200,1717282075,17.0
2583498,217311036,200,1717282087,12.0
2583499,217311036,200,1717282096,9.0
2583500,216886602,200,1717282121,25.0
2583501,215615784,196,1717282170,49.0
2583502,215615784,196,1717282177,7.0
2583503,215826346,196,1717282182,5.0
2583504,215826346,196,1717282190,8.0
2583505,215826346,196,1717282198,8.0
2583506,214772511,196,1717282244,46.0
2583507,214982249,196,1717282245,1.0
2583508,214982249,196,1717282255,10.0
2583509,215192192,196,1717282259,4.0
2583510,215402340,196,1717282260,1.0
2583511,215191987,196,1717282278,18.0
2583512,215191987,196,1717282285,7.0
2583513,215402135,196,1717282286,1.0
2583514,215612488,196,1717282289,3.0
2583515,215823047,196,1717282292,3.0
2583516,215823047,196,1717282302,10.0
2583517,216033811,196,1717282305,3.0
2583518,216244781,196,1717282308,3.0
2583519,216455957,200,1717282309,1.0
2583520,216244575,196,1717282326,17.0
2583521,216244575,196,1717282333,7.0
2583522,216033399,196,1717282350,17.0
2583523,216033399,196,1717282361,11.0
2583524,216244369,196,1717282362,1.0
2583525,216244369,196,1717282375,13.0
2583526,216033193,196,1717282391,16.0
2583527,216033193,196,1717282401,10.0
2583528,216033193,196,1717282410,9.0
2583529,216244162,196,1717282415,5.0
2583530,216032987,196,1717282434,19.0
2583531,216454925,200,1717282440,6.0
2583532,216666306,200,1717282444,4.0
2583533,216877894,200,1717282449,5.0
2583534,217089688,200,1717282462,13.0
2583535,217301689,200,1717282467,5.0
2583536,215391817,196,1717282539,72.0
2583537,215391817,196,1717282547,8.0
2583538,214550445,196,1717282586,39.0
2583539,214969487,196,1717282592,6.0
2583540,214129763,196,1717282633,41.0
2583541,214338874,196,1717282635,2.0
2583542,214338874,196,1717282646,11.0
2583543,214548189,196,1717282648,2.0
2583544,214757708,196,1717282652,4.0
2583545,214967432,196,1717282653,1.0
2583546,214967432,196,1717282663,10.0
2583547,215177361,196,1717282668,5.0
2583548,214336825,196,1717282707,39.0
2583549,214546138,196,1717282711,4.0
2583550,214336621,196,1717282726,15.0
2583551,214545934,196,1717282727,1.0
2583552,214755451,196,1717282728,1.0
2583553,214545729,196,1717282742,14.0
2583554,214755246,196,1717282743,1.0
2583555,214964967,196,1717282745,2.0
2583556,214964967,196,1717282752,7.0
2583557,214964967,196,1717282762,10.0
2583558,215174893,196,1717282764,2.0
2583559,215385024,196,1717282765,1.0
2583560,215174688,196,1717282781,16.0
2583561,214334164,196,1717282817,36.0
2583562,214543474,196,1717282818,1.0
2583563,214124444,196,1717282843,25.0
2583564,213915339,196,1717282859,16.0
2583565,214124240,196,1717282862,3.0
2583566,213915135,196,1717282880,18.0
2583567,214124036,196,1717282881,1.0
2583568,214124036,196,1717282890,9.0
2583569,214333141,196,1717282891,1.0
2583570,214123832,196,1717282905,14.0
2583571,214332937,196,1717282907,2.0
2583572,214332937,196,1717282917,10.0
2583573,213914319,196,1717282940,23.0
2583574,214123219,196,1717282942,2.0
2583575,214332323,196,1717282947,5.0
2583576,214541631,196,1717282948,1.0
2583577,214751144,196,1717282953,5.0
2583578,214751144,196,1717282960,7.0
2583579,214960861,196,1717282965,5.0
2583580,215170783,196,1717282966,1.0
2583581,215170783,196,1717282973,7.0
2583582,215170783,196,1717282985,12.0
2583583,215170783,196,1717282995,10.0
2583584,215170783,196,1717283003,8.0
2583585,215380910,196,1717283004,1.0
2583586,215591242,196,1717283005,1.0
2583587,215801780,196,1717283011,6.0
2583588,215591037,196,1717283025,14.0
2583589,215169961,196,1717283046,21.0
2583590,214959835,196,1717283065,19.0
2583591,215379677,196,1717283070,5.0
2583592,215590008,196,1717283072,2.0
2583593,215800545,196,1717283076,4.0
2583594,215589803,196,1717283092,16.0
2583595,215800339,196,1717283096,4.0
2583596,216011081,196,1717283102,6.0
2583597,216222029,196,1717283104,2.0
2583598,216433183,200,1717283110,6.0
2583599,216644543,200,1717283111,1.0
2583600,216856109,200,1717283116,5.0
2583601,216856109,200,1717283126,10.0
2583602,216432563,200,1717283153,27.0
2583603,216432563,200,1717283162,9.0
2583604,216221204,196,1717283178,16.0
2583605,216010051,196,1717283194,16.0
2583606,215799104,196,1717283208,14.0
2583607,215799104,196,1717283220,12.0
2583608,215588363,196,1717283237,17.0
2583609,215798898,196,1717283240,3.0
2583610,215798898,196,1717283252,12.0
2583611,215588157,196,1717283267,15.0
2583612,215798692,196,1717283271,4.0
2583613,216009432,196,1717283272,1.0
2583614,215376594,196,1717283300,28.0
2583615,215586922,196,1717283301,1.0
2583616,215797456,196,1717283302,1.0
2583617,216008195,196,1717283303,1.0
2583618,216219140,196,1717283304,1.0
2583619,216430291,200,1717283305,1.0
2583620,216430291,200,1717283316,11.0
2583621,216218934,196,1717283334,18.0
2583622,216430085,200,1717283335,1.0
2583623,216641442,200,1717283338,3.0
2583624,216853005,200,1717283339,1.0
2583625,217064775,200,1717283340,1.0
2583626,216852798,200,1717283360,20.0
2583627,217064568,200,1717283361,1.0
2583628,216852591,200,1717283376,15.0
2583629,216005511,196,1717283413,37.0
2583630,216216453,196,1717283415,2.0
2583631,216427601,200,1717283421,6.0
2583632,216638956,200,1717283422,1.0
2583633,216850517,200,1717283423,1.0
2583634,217062285,200,1717283429,6.0
2583635,217274259,200,1717283432,3.0
2583636,217486440,200,1717283435,3.0
2583637,217698829,200,1717283436,1.0
2583638,217486233,200,1717283452,16.0
2583639,217273845,200,1717283467,15.0
2583640,217486026,200,1717283468,1.0
2583641,217698414,200,1717283472,4.0
2583642,217060626,200,1717283500,28.0
2583643,217060626,200,1717283511,11.0
2583644,216848653,200,1717283528,17.0
2583645,217060419,200,1717283529,1.0
2583646,217060419,200,1717283536,7.0
2583647,217272392,200,1717283538,2.0
2583648,217484572,200,1717283541,3.0
2583649,217696959,200,1717283547,6.0
2583650,217909553,200,1717283553,6.0
2583651,218122355,200,1717283556,3.0
2583652,217483325,200,1717283585,29.0
2583653,217270939,200,1717283599,14.0
2583654,217270939,200,1717283609,10.0
2583655,217483117,200,1717283613,4.0
2583656,216845962,200,1717283645,32.0
2583657,217057725,200,1717283646,1.0
2583658,216845755,200,1717283664,18.0
2583659,217057518,200,1717283667,3.0
2583660,217057518,200,1717283676,9.0
2583661,216633578,200,1717283697,21.0
2583662,216633578,200,1717283705,8.0
2583663,216633578,200,1717283718,13.0
2583664,216845134,200,1717283719,1.0
2583665,217056896,200,1717283722,3.0
2583666,217056896,200,1717283734,12.0
2583667,216420989,200,1717283764,30.0
2583668,216632337,200,1717283770,6.0
2583669,216843892,200,1717283771,1.0
